"vendas","descontos","venda_líquida","qtd_unidades","lucro","custo_entrega","custo_implicito","prioridades_pedidos","categorias_produto","sub_categorias_produto","modo_entrega"
2268.91,0.02,2223.5317999999997,26,-624.29,55.81,2792.0117999999998,LOW,FURNITURE,BOOKCASES,DELIVERY TRUCK
2337.89,0.09,2127.4799,43,729.34,14.3,1383.8398999999995,MEDIUM,OFFICE SUPPLIES,PAPER,EXPRESS AIR
314.34,0.03,304.90979999999996,48,-130.5,6.6,428.80979999999994,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
113.33,0.07,105.3969,42,-0.4,1.49,104.30690000000001,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
603.69,0.0,603.69,47,131.39,4.86,467.44000000000005,MEDIUM,OFFICE SUPPLIES,PAPER,EXPRESS AIR
10318.72,0.01,10215.532799999999,43,1445.36,60.2,8709.972799999998,LOW,FURNITURE,BOOKCASES,DELIVERY TRUCK
91.75,0.07,85.3275,14,2.82,2.99,79.51750000000001,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
346.57,0.0,346.57,31,-116.45,6.5,456.52,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
82.93,0.08,76.29560000000001,38,-10.32,1.38,85.2356,CRITICAL,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
323.96,0.07,301.28279999999995,40,-136.82,7.96,430.14279999999997,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
175.8565,0.03,170.580805,10,-93.26,1.25,262.590805,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
189.04,0.03,183.3688,30,66.28,1.34,115.74879999999999,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
1333.19,0.01,1319.8581000000001,22,331.48,12.23,976.1481000000001,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
3232.1335,0.05,3070.526825,40,696.95,8.99,2364.5868250000003,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
685.7205,0.08,630.86286,7,-278.87,2.5,907.23286,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
247.45,0.0,247.45,22,-133.18,12.52,368.11,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
129.9,0.02,127.302,13,-63.51,9.86,180.952,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
1587.59,0.08,1460.5828,42,651.74,3.04,805.8027999999999,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
109.2,0.03,105.924,15,-50.27,7.37,148.824,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
5964.19,0.1,5367.771,33,988.2,24.49,4355.081,NOT SPECIFIED,TECHNOLOGY,COPIERS AND FAX,REGULAR AIR
234.09,0.01,231.7491,20,-11.69,5.16,238.2791,CRITICAL,FURNITURE,OFFICE FURNISHINGS,EXPRESS AIR
57.96,0.06,54.4824,17,-47.32,3.97,97.8324,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
1418.956,0.09,1291.2499599999999,9,-447.41,4.2,1734.45996,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
269.14,0.1,242.226,8,-160.72,9.02,393.926,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
214.94,0.06,202.0436,12,26.75,1.99,173.3036,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
88.24,0.01,87.35759999999999,16,-56.6,4.62,139.33759999999998,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
4878.64,0.03,4732.2808,31,-519.94,66.27,5185.9508000000005,NOT SPECIFIED,FURNITURE,BOOKCASES,DELIVERY TRUCK
2288.642,0.05,2174.2099,32,519.59,2.79,1651.8298999999997,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
173.47,0.05,164.7965,39,-4.96,1.93,167.8265,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
295.97,0.02,290.05060000000003,31,5.02,5.6,279.4306,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
82.43,0.04,79.1328,19,-94.76,6.89,167.0028,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
2832.88,0.01,2804.5512,48,668.96,8.8,2126.7911999999997,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
98.88,0.07,91.9584,21,36.01,0.99,54.958400000000005,LOW,OFFICE SUPPLIES,LABELS,EXPRESS AIR
255.65,0.0,255.65,47,-148.8,5.71,398.74,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
113.98,0.1,102.58200000000001,48,21.29,0.8,80.49200000000002,NOT SPECIFIED,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
88.94,0.05,84.493,5,-47.54,7.04,124.993,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
2193.93,0.09,1996.4762999999998,10,41.83,24.49,1930.1562999999999,MEDIUM,FURNITURE,CHAIRS & CHAIRMATS,REGULAR AIR
812.498,0.0,812.498,11,128.95,1.25,682.298,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR
4657.6515,0.06,4378.19241,37,1242.85,3.9,3131.44241,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
2700.78,0.06,2538.7332,29,-793.36,58.2,3273.8932000000004,CRITICAL,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
94.5,0.02,92.61,29,39.9,0.5,52.21,NOT SPECIFIED,OFFICE SUPPLIES,LABELS,REGULAR AIR
168.99,0.08,155.4708,8,-47.37,4.0,198.8408,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
2045.066,0.07,1901.91138,14,-4.68,8.99,1897.60138,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
26.41,0.05,25.0895,4,-16.53,5.74,35.8795,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
322.82,0.05,306.679,35,-17.58,3.98,320.27899999999994,LOW,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR
4233.15,0.08,3894.4979999999996,35,1219.87,26.3,2648.3279999999995,LOW,TECHNOLOGY,OFFICE MACHINES,DELIVERY TRUCK
54.61,0.08,50.2412,11,14.99,0.88,34.371199999999995,HIGH,OFFICE SUPPLIES,PAPER,EXPRESS AIR
25.84,0.04,24.8064,6,-4.13,4.86,24.0764,MEDIUM,FURNITURE,OFFICE FURNISHINGS,EXPRESS AIR
129.53,0.06,121.7582,24,33.01,1.39,87.35820000000001,MEDIUM,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
1767.47,0.05,1679.0965,42,331.56,17.48,1330.0565000000001,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
21.03,0.03,20.3991,2,-10.48,2.99,27.889100000000003,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
1836.06,0.04,1762.6176,39,437.07,4.5,1321.0476,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
1276.73,0.08,1174.5916,47,357.23,8.55,808.8116,MEDIUM,FURNITURE,OFFICE FURNISHINGS,EXPRESS AIR
754.92,0.0,754.92,7,-129.57,19.99,864.5,HIGH,TECHNOLOGY,OFFICE MACHINES,REGULAR AIR
61.02,0.0,61.02,19,-71.04,5.44,126.62,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
878.77,0.08,808.4684,31,373.52,1.49,433.4584,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
22.89,0.08,21.0588,6,-2.66,1.49,22.228800000000003,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
271.85,0.03,263.6945,18,109.19,1.39,153.11450000000002,LOW,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
12719.7,0.03,12338.109,46,-545.82,57.0,12826.929,HIGH,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
109.78,0.03,106.4866,48,4.48,1.2,100.80659999999999,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
561.66,0.07,522.3438,26,-111.33,15.1,618.5738,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
1851.62,0.09,1684.9741999999999,19,-220.84,35.84,1869.9741999999999,HIGH,FURNITURE,BOOKCASES,DELIVERY TRUCK
2453.3,0.05,2330.635,24,-111.4,35.84,2406.195,MEDIUM,FURNITURE,BOOKCASES,DELIVERY TRUCK
507.64,0.04,487.33439999999996,46,42.76,3.37,441.20439999999996,HIGH,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR
147.02,0.02,144.0796,29,-77.03,5.49,215.6196,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
1558.9425,0.02,1527.76365,50,548.44,1.1,978.2236500000001,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
257.39,0.08,236.79879999999997,48,-121.91,5.57,353.13879999999995,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
163.54,0.03,158.63379999999998,36,-95.06,5.04,248.6538,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,EXPRESS AIR
2390.54,0.08,2199.2968,31,756.1,5.5,1437.6968000000002,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
4644.87,0.08,4273.2804,48,-1291.39,60.0,5504.6704,LOW,FURNITURE,TABLES,DELIVERY TRUCK
38.96,0.06,36.6224,9,0.37,0.94,35.312400000000004,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
978.4,0.07,909.912,38,-211.58,14.36,1107.132,LOW,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
5126.418,0.03,4972.625459999999,47,1557.64,2.5,3412.485459999999,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
82.12,0.07,76.3716,23,-121.59,6.83,191.1316,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
301.36,0.09,274.23760000000004,39,48.45,2.87,222.91760000000005,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
5347.9875,0.01,5294.507625,31,1332.44,4.2,3957.8676250000003,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
322.47,0.09,293.44770000000005,43,72.28,2.5,218.66770000000005,NOT SPECIFIED,OFFICE SUPPLIES,ENVELOPES,EXPRESS AIR
1488.66,0.0,1488.66,49,385.37,7.87,1095.42,MEDIUM,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
2200.64,0.05,2090.6079999999997,25,-514.18,42.0,2562.7879999999996,NOT SPECIFIED,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
1041.66,0.02,1020.8268,34,480.53,1.49,538.8068000000001,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,EXPRESS AIR
10071.09,0.1,9063.981,41,1977.69,17.86,7068.430999999999,HIGH,TECHNOLOGY,OFFICE MACHINES,DELIVERY TRUCK
392.57,0.04,376.86719999999997,23,22.25,8.13,346.4872,MEDIUM,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
823.78,0.03,799.0666,37,343.05,5.08,450.93659999999994,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,EXPRESS AIR
114.28,0.08,105.1376,17,-38.72,5.84,138.01760000000002,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
469.8375,0.0,469.8375,8,-159.24,8.99,620.0875,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
2026.01,0.1,1823.409,20,580.43,13.99,1228.989,HIGH,FURNITURE,OFFICE FURNISHINGS,EXPRESS AIR
1889.04,0.1,1700.136,49,182.15,8.99,1508.9959999999999,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,EXPRESS AIR
7002.08,0.1,6301.871999999999,49,-1640.51,69.0,7873.382,MEDIUM,FURNITURE,TABLES,REGULAR AIR
91.43,0.08,84.1156,47,-22.9,1.49,105.5256,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
27.99,0.06,26.310599999999997,7,-0.17,1.49,24.9906,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
21.07,0.08,19.3844,6,2.28,0.5,16.6044,MEDIUM,OFFICE SUPPLIES,LABELS,REGULAR AIR
1097.6,0.05,1042.7199999999998,43,216.12,8.99,817.6099999999998,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
102.46,0.08,94.2632,37,36.64,0.5,57.1232,LOW,OFFICE SUPPLIES,LABELS,REGULAR AIR
21.64,0.08,19.9088,3,-13.33,5.01,28.2288,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
128.0,0.09,116.48,48,45.51,0.5,70.47,MEDIUM,OFFICE SUPPLIES,LABELS,REGULAR AIR
252.66,0.02,247.6068,5,32.86,5.81,208.9368,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
44.1,0.04,42.336,16,-6.22,1.3,47.256,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
132.31,0.02,129.6638,45,10.91,1.49,117.2638,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
86.85,0.05,82.5075,3,-67.22,1.99,147.7375,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
178.51,0.0,178.51,47,82.3,0.5,95.71,LOW,OFFICE SUPPLIES,LABELS,REGULAR AIR
31.32,0.0,31.32,15,-30.26,2.58,59.0,LOW,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
1538.8655,0.05,1461.922225,28,-186.33,19.99,1628.262225,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
99.11,0.01,98.1189,6,-12.46,1.99,108.5889,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
733.92,0.03,711.9024,26,302.8,1.49,407.6123999999999,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
286.07,0.07,266.0451,25,-35.94,4.98,297.00509999999997,HIGH,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
1610.42,0.0,1610.42,49,813.35,3.92,793.15,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
5620.2,0.01,5563.998,48,176.04,30.0,5357.958,CRITICAL,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
1382.31,0.03,1340.8407,26,372.26,19.99,948.5907,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
101.21,0.1,91.089,5,2.13,5.21,83.74900000000001,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,EXPRESS AIR
991.36,0.01,981.4464,46,212.06,8.68,760.7064,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
1410.44,0.07,1311.7092,19,545.11,19.99,746.6092,HIGH,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
268.18,0.06,252.0892,10,74.64,1.49,175.9592,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
477.054,0.1,429.3486,9,-170.53,3.99,595.8886,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
738.69,0.1,664.821,35,109.16,7.58,548.081,HIGH,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
184.09,0.07,171.2037,17,4.79,5.25,161.1637,MEDIUM,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
1646.05,0.08,1514.366,36,649.8,7.23,857.336,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
7807.45,0.02,7651.3009999999995,46,1660.15,19.99,5971.161,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR
261.0,0.04,250.56,45,-43.45,3.37,290.64,MEDIUM,OFFICE SUPPLIES,RUBBER BANDS,EXPRESS AIR
2781.82,0.07,2587.0926,21,-695.26,35.0,3247.3526,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR
1585.64,0.02,1553.9272,32,707.15,5.81,840.9672000000002,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
127.56,0.05,121.182,4,-41.75,6.64,156.292,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
144.06,0.01,142.6194,35,-117.27,5.44,254.44940000000003,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
3205.24,0.01,3173.1875999999997,32,-1115.99,74.35,4214.8276,MEDIUM,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
339.27,0.1,305.34299999999996,46,48.59,2.82,253.93299999999996,MEDIUM,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
702.79,0.04,674.6784,34,-44.81,11.17,708.3184000000001,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
712.64,0.06,669.8815999999999,44,-27.72,6.25,691.3516,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
239.86,0.04,230.2656,40,-32.06,3.37,258.9556,MEDIUM,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
1269.79,0.08,1168.2068,48,-65.33,5.89,1227.6467999999998,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,EXPRESS AIR
1529.014,0.07,1421.98302,17,14.01,8.99,1398.98302,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
176.26,0.07,163.9218,44,75.13,0.5,88.2918,MEDIUM,OFFICE SUPPLIES,LABELS,REGULAR AIR
1120.27,0.0,1120.27,7,16.81,13.99,1089.47,MEDIUM,TECHNOLOGY,OFFICE MACHINES,REGULAR AIR
5677.609,0.04,5450.50464,47,1680.79,4.2,3765.5146400000003,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
1222.68,0.06,1149.3192000000001,21,300.97,3.99,844.3592000000001,LOW,OFFICE SUPPLIES,APPLIANCES,EXPRESS AIR
390.2,0.02,382.396,26,45.0,7.4,329.99600000000004,LOW,FURNITURE,OFFICE FURNISHINGS,EXPRESS AIR
29.41,0.01,29.1159,10,-2.06,1.34,29.8359,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
892.38,0.0,892.38,26,366.48,1.99,523.91,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
1449.3,0.08,1333.356,24,-712.14,49.0,1996.496,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
4374.6865,0.05,4155.952174999999,43,973.16,8.08,3174.7121749999997,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
4283.235,0.1,3854.9114999999997,44,676.13,8.8,3169.9814999999994,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
1874.37,0.08,1724.4204,7,67.84,24.49,1632.0904,CRITICAL,FURNITURE,CHAIRS & CHAIRMATS,REGULAR AIR
1476.39,0.06,1387.8066000000001,35,-303.62,15.9,1675.5266000000001,CRITICAL,FURNITURE,OFFICE FURNISHINGS,EXPRESS AIR
863.583,0.04,829.03968,8,-264.28,8.99,1084.3296799999998,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
4655.07,0.0,4655.07,32,-270.63,53.48,4872.22,HIGH,FURNITURE,BOOKCASES,DELIVERY TRUCK
49.55,0.06,46.577,6,-20.33,7.64,59.266999999999996,HIGH,OFFICE SUPPLIES,PAPER,EXPRESS AIR
606.56,0.04,582.2976,15,20.23,4.99,557.0776,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
715.4,0.08,658.168,24,-99.34,4.0,753.508,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
113.75,0.0,113.75,25,-77.34,5.34,185.75,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
3081.95,0.1,2773.7549999999997,24,-662.8,54.74,3381.8149999999996,LOW,FURNITURE,BOOKCASES,DELIVERY TRUCK
133.23,0.0,133.23,41,-59.91,1.92,191.22,MEDIUM,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR
1406.64,0.02,1378.5072,50,424.36,8.23,945.9172,MEDIUM,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
3197.45,0.08,2941.654,46,97.16,4.0,2840.494,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
78.57,0.02,76.9986,21,-20.65,1.32,96.3286,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR
6408.3,0.1,5767.47,24,539.54,35.67,5192.26,CRITICAL,FURNITURE,TABLES,DELIVERY TRUCK
2323.36,0.08,2137.4912,13,220.39,19.99,1897.1112000000003,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
136.41,0.0,136.41,18,-99.34,8.37,227.38,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR
761.23,0.0,761.23,20,107.93,14.72,638.5799999999999,NOT SPECIFIED,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
187.16,0.01,185.2884,26,29.33,2.99,152.96839999999997,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
176.1,0.09,160.251,27,-75.71,6.18,229.781,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
3872.38,0.1,3485.142,50,1110.35,19.99,2354.802,MEDIUM,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
44.05,0.07,40.966499999999996,7,-21.77,5.67,57.06649999999999,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
671.03,0.07,624.0579,47,67.86,6.46,549.7379,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
13.3,0.09,12.103000000000002,2,-7.86,0.49,19.473000000000003,LOW,OFFICE SUPPLIES,LABELS,REGULAR AIR
1608.08,0.09,1463.3528,34,-82.16,6.5,1539.0128,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,EXPRESS AIR
3379.01,0.06,3176.2694,27,-801.09,54.74,3922.6194000000005,LOW,FURNITURE,BOOKCASES,DELIVERY TRUCK
687.52,0.08,632.5183999999999,15,223.76,5.81,402.9484,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
4538.66,0.0,4538.66,40,506.86,8.64,4023.1599999999994,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
3816.59,0.01,3778.4241,17,191.47,68.02,3518.9341000000004,CRITICAL,OFFICE SUPPLIES,APPLIANCES,DELIVERY TRUCK
194.29,0.1,174.861,10,68.89,6.67,99.301,HIGH,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
195.49,0.05,185.71550000000002,34,33.8,1.2,150.71550000000002,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
47.93,0.04,46.0128,13,15.82,0.5,29.6928,HIGH,OFFICE SUPPLIES,LABELS,REGULAR AIR
168.55,0.05,160.1225,47,71.77,0.5,87.8525,NOT SPECIFIED,OFFICE SUPPLIES,LABELS,REGULAR AIR
77.03,0.08,70.8676,26,-47.75,1.92,116.6976,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR
939.39,0.07,873.6327,20,-122.77,19.99,976.4127,LOW,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
12.18,0.06,11.4492,1,-3.88,2.27,13.0592,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
365.93,0.05,347.6335,5,-243.02,14.52,576.1335,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
12.2,0.01,12.078,1,-33.93,1.99,44.018,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
170.42,0.1,153.378,36,-98.31,4.97,246.718,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
294.26,0.0,294.26,48,88.8,0.7,204.76,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,EXPRESS AIR
182.09,0.0,182.09,26,-28.15,5.19,205.05,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
285.08,0.08,262.2736,7,2.3,5.33,254.6436,MEDIUM,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
2030.44,0.04,1949.2224,49,938.26,5.86,1005.1024000000002,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
695.99,0.09,633.3509,47,-157.44,8.78,782.0109,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR
820.52,0.01,812.3148,50,-191.22,13.18,990.3548000000001,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
477.5045,0.09,434.529095,17,-245.56,5.0,675.089095,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
777.63,0.03,754.3011,44,-70.54,8.99,815.8511,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
1500.17,0.06,1410.1598000000001,40,423.87,1.99,984.2998000000001,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,EXPRESS AIR
377.31,0.02,369.7638,45,87.96,2.87,278.9338,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
204.49,0.05,194.2655,30,-142.3,8.73,327.8355,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
5572.92,0.07,5182.8156,41,-639.47,36.09,5786.1956,MEDIUM,FURNITURE,BOOKCASES,DELIVERY TRUCK
3116.7715,0.08,2867.42978,45,-106.51,0.99,2972.9497800000004,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
986.272,0.02,966.54656,16,-647.14,69.0,1544.68656,CRITICAL,FURNITURE,TABLES,REGULAR AIR
201.37,0.1,181.233,30,59.84,1.6,119.793,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
6250.936,0.01,6188.42664,29,31.21,62.74,6094.47664,NOT SPECIFIED,FURNITURE,TABLES,DELIVERY TRUCK
939.77,0.0,939.77,42,9.72,4.0,926.05,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,EXPRESS AIR
187.28,0.06,176.0432,42,-94.36,4.79,265.6132,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
763.6485,0.06,717.82959,8,-277.78,5.26,990.34959,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
